Radius,Qext,Qsca,Qabs,Gsca
0.349000,3.353333,2.236780,1.116552,0.829690
0.350000,3.348230,2.232020,1.116210,0.829599
0.351000,3.342934,2.227046,1.115887,0.829504
0.352000,3.337471,2.221871,1.115600,0.829406
0.353000,3.331863,2.216503,1.115360,0.829307
0.354000,3.326139,2.210954,1.115185,0.829209
0.355000,3.320325,2.205238,1.115087,0.829115
0.356000,3.314443,2.199367,1.115076,0.829025
0.357000,3.308522,2.193356,1.115166,0.828942
0.358000,3.302585,2.187219,1.115366,0.828867
0.359000,3.296659,2.180972,1.115687,0.828802
0.360000,3.290764,2.174627,1.116137,0.828749
0.361000,3.284926,2.168205,1.116721,0.828709
0.362000,3.279166,2.161718,1.117447,0.828684
0.363000,3.273502,2.155183,1.118320,0.828674
0.364000,3.267956,2.148614,1.119342,0.828681
0.365000,3.262545,2.142029,1.120516,0.828706
0.366000,3.257283,2.135441,1.121842,0.828749
0.367000,3.252184,2.128864,1.123320,0.828812
0.368000,3.247262,2.122315,1.124948,0.828895
0.369000,3.242526,2.115805,1.126721,0.828998
0.370000,3.237985,2.109347,1.128638,0.829122
0.371000,3.233643,2.102954,1.130688,0.829266
0.372000,3.229502,2.096635,1.132867,0.829431
0.373000,3.225566,2.090401,1.135165,0.829616
0.374000,3.221832,2.084260,1.137572,0.829821
0.375000,3.218295,2.078220,1.140074,0.830044
0.376000,3.214949,2.072286,1.142663,0.830285
0.377000,3.211785,2.066464,1.145321,0.830544
0.378000,3.208791,2.060755,1.148036,0.830817
0.379000,3.205955,2.055162,1.150793,0.831104
0.380000,3.203258,2.049684,1.153574,0.831404
0.381000,3.200683,2.044320,1.156363,0.831714
0.382000,3.198211,2.039068,1.159143,0.832031
0.383000,3.195821,2.033922,1.161899,0.832355
0.384000,3.193487,2.028877,1.164610,0.832682
0.385000,3.191188,2.023925,1.167263,0.833010
0.386000,3.188896,2.019057,1.169840,0.833336
0.387000,3.186588,2.014264,1.172324,0.833657
0.388000,3.184237,2.009534,1.174703,0.833972
0.389000,3.181818,2.004857,1.176960,0.834276
0.390000,3.179304,2.000219,1.179085,0.834568
0.391000,3.176673,1.995607,1.181066,0.834845
0.392000,3.173902,1.991009,1.182893,0.835104
0.393000,3.170968,1.986409,1.184559,0.835343
0.394000,3.167852,1.981794,1.186057,0.835560
0.395000,3.164534,1.977151,1.187383,0.835752
0.396000,3.161000,1.972468,1.188532,0.835918
0.397000,3.157235,1.967729,1.189507,0.836056
0.398000,3.153229,1.962923,1.190307,0.836165
0.399000,3.148974,1.958039,1.190935,0.836244
0.400000,3.144461,1.953067,1.191394,0.836291
0.401000,3.139689,1.947997,1.191692,0.836307
0.402000,3.134656,1.942820,1.191836,0.836291
0.403000,3.129364,1.937529,1.191835,0.836242
0.404000,3.123816,1.932116,1.191700,0.836162
0.405000,3.118019,1.926578,1.191441,0.836051
0.406000,3.111983,1.920912,1.191071,0.835910
0.407000,3.105716,1.915113,1.190602,0.835739
0.408000,3.099231,1.909182,1.190049,0.835539
0.409000,3.092544,1.903117,1.189427,0.835314
0.410000,3.085667,1.896920,1.188747,0.835063
0.411000,3.078621,1.890594,1.188027,0.834789
0.412000,3.071421,1.884140,1.187280,0.834493
0.413000,3.064088,1.877565,1.186523,0.834179
0.414000,3.056640,1.870872,1.185768,0.833848
0.415000,3.049100,1.864069,1.185031,0.833503
0.416000,3.041486,1.857161,1.184325,0.833145
0.417000,3.033822,1.850158,1.183664,0.832779
0.418000,3.026127,1.843066,1.183061,0.832405
0.419000,3.018424,1.835897,1.182526,0.832027
0.420000,3.010732,1.828659,1.182073,0.831647
0.421000,3.003072,1.821361,1.181711,0.831269
0.422000,2.995467,1.814016,1.181451,0.830893
0.423000,2.987932,1.806631,1.181301,0.830524
0.424000,2.980490,1.799221,1.181269,0.830164
0.425000,2.973157,1.791796,1.181360,0.829815
0.426000,2.965948,1.784366,1.181582,0.829480
0.427000,2.958881,1.776945,1.181937,0.829160
0.428000,2.951970,1.769539,1.182431,0.828859
0.429000,2.945226,1.762163,1.183063,0.828578
0.430000,2.938664,1.754829,1.183835,0.828319
0.431000,2.932289,1.747543,1.184747,0.828085
0.432000,2.926112,1.740317,1.185795,0.827876
0.433000,2.920139,1.733160,1.186978,0.827694
0.434000,2.914372,1.726081,1.188291,0.827541
0.435000,2.908816,1.719090,1.189726,0.827417
0.436000,2.903469,1.712190,1.191279,0.827324
0.437000,2.898330,1.705392,1.192938,0.827261
0.438000,2.893395,1.698698,1.194697,0.827230
0.439000,2.888658,1.692114,1.196543,0.827230
0.440000,2.884112,1.685645,1.198467,0.827262
0.441000,2.879744,1.679291,1.200453,0.827323
0.442000,2.875545,1.673055,1.202490,0.827415
0.443000,2.871501,1.666937,1.204564,0.827536
0.444000,2.867597,1.660936,1.206661,0.827683
0.445000,2.863816,1.655051,1.208764,0.827857
0.446000,2.860139,1.649279,1.210860,0.828054
0.447000,2.856549,1.643615,1.212935,0.828274
0.448000,2.853025,1.638053,1.214972,0.828512
0.449000,2.849548,1.632590,1.216958,0.828767
0.450000,2.846099,1.627219,1.218879,0.829037
0.451000,2.842653,1.621931,1.220722,0.829318
0.452000,2.839195,1.616719,1.222476,0.829607
0.453000,2.835700,1.611572,1.224128,0.829901
0.454000,2.832153,1.606484,1.225668,0.830197
0.455000,2.828534,1.601445,1.227090,0.830493
0.456000,2.824828,1.596445,1.228383,0.830784
0.457000,2.821017,1.591474,1.229543,0.831069
0.458000,2.817087,1.586522,1.230565,0.831344
0.459000,2.813027,1.581580,1.231447,0.831606
0.460000,2.808827,1.576641,1.232187,0.831853
0.461000,2.804476,1.571692,1.232784,0.832083
0.462000,2.799969,1.566729,1.233240,0.832293
0.463000,2.795301,1.561743,1.233558,0.832482
0.464000,2.790468,1.556727,1.233741,0.832647
0.465000,2.785469,1.551673,1.233796,0.832787
0.466000,2.780305,1.546577,1.233728,0.832902
0.467000,2.774979,1.541435,1.233545,0.832989
0.468000,2.769495,1.536240,1.233255,0.833049
0.469000,2.763859,1.530992,1.232867,0.833081
0.470000,2.758078,1.525687,1.232391,0.833084
0.471000,2.752163,1.520324,1.231838,0.833059
0.472000,2.746121,1.514903,1.231218,0.833007
0.473000,2.739966,1.509423,1.230543,0.832927
0.474000,2.733710,1.503885,1.229824,0.832821
0.475000,2.727366,1.498293,1.229073,0.832690
0.476000,2.720948,1.492648,1.228301,0.832534
0.477000,2.714473,1.486953,1.227520,0.832355
0.478000,2.707954,1.481212,1.226742,0.832155
0.479000,2.701408,1.475430,1.225978,0.831934
0.480000,2.694851,1.469613,1.225238,0.831696
0.481000,2.688299,1.463766,1.224533,0.831443
0.482000,2.681771,1.457897,1.223875,0.831175
0.483000,2.675280,1.452009,1.223271,0.830896
0.484000,2.668844,1.446111,1.222732,0.830607
0.485000,2.662478,1.440212,1.222266,0.830311
0.486000,2.656197,1.434317,1.221880,0.830011
0.487000,2.650017,1.428436,1.221581,0.829709
0.488000,2.643950,1.422575,1.221376,0.829407
0.489000,2.638012,1.416744,1.221269,0.829108
0.490000,2.632214,1.410950,1.221264,0.828814
0.491000,2.626566,1.405200,1.221366,0.828529
0.492000,2.621078,1.399503,1.221575,0.828253
0.493000,2.615760,1.393866,1.221894,0.827991
0.494000,2.610620,1.388298,1.222322,0.827743
0.495000,2.605663,1.382805,1.222858,0.827513
0.496000,2.600892,1.377392,1.223500,0.827302
0.497000,2.596313,1.372067,1.224246,0.827112
0.498000,2.591927,1.366835,1.225092,0.826946
0.499000,2.587731,1.361701,1.226030,0.826803
0.500000,2.583726,1.356670,1.227056,0.826687
0.501000,2.579909,1.351746,1.228163,0.826598
0.502000,2.576274,1.346933,1.229342,0.826538
0.503000,2.572815,1.342231,1.230584,0.826506
0.504000,2.569523,1.337643,1.231880,0.826504
0.505000,2.566390,1.333170,1.233220,0.826531
0.506000,2.563405,1.328811,1.234593,0.826587
0.507000,2.560555,1.324567,1.235988,0.826673
0.508000,2.557831,1.320437,1.237394,0.826787
0.509000,2.555216,1.316416,1.238800,0.826929
0.510000,2.552697,1.312504,1.240194,0.827097
0.511000,2.550260,1.308695,1.241565,0.827290
0.512000,2.547889,1.304987,1.242902,0.827508
0.513000,2.545568,1.301373,1.244195,0.827747
0.514000,2.543283,1.297850,1.245433,0.828006
0.515000,2.541019,1.294410,1.246608,0.828283
0.516000,2.538761,1.291049,1.247712,0.828576
0.517000,2.536494,1.287758,1.248736,0.828882
0.518000,2.534206,1.284531,1.249675,0.829199
0.519000,2.531883,1.281362,1.250521,0.829525
0.520000,2.529515,1.278243,1.251272,0.829858
0.521000,2.527089,1.275167,1.251922,0.830196
0.522000,2.524598,1.272129,1.252470,0.830535
0.523000,2.522032,1.269118,1.252913,0.830874
0.524000,2.519383,1.266130,1.253252,0.831211
0.525000,2.516646,1.263158,1.253488,0.831543
0.526000,2.513817,1.260196,1.253621,0.831870
0.527000,2.510894,1.257239,1.253654,0.832189
0.528000,2.507871,1.254281,1.253590,0.832500
0.529000,2.504751,1.251316,1.253435,0.832799
0.530000,2.501532,1.248340,1.253192,0.833087
0.531000,2.498219,1.245351,1.252868,0.833363
0.532000,2.494812,1.242344,1.252468,0.833626
0.533000,2.491317,1.239317,1.252000,0.833874
0.534000,2.487739,1.236269,1.251470,0.834109
0.535000,2.484084,1.233196,1.250888,0.834329
0.536000,2.480359,1.230099,1.250259,0.834534
0.537000,2.476573,1.226978,1.249595,0.834726
0.538000,2.472735,1.223834,1.248902,0.834902
0.539000,2.468855,1.220666,1.248189,0.835066
0.540000,2.464943,1.217477,1.247466,0.835216
0.541000,2.461009,1.214269,1.246739,0.835354
0.542000,2.457065,1.211045,1.246020,0.835480
0.543000,2.453123,1.207808,1.245315,0.835596
0.544000,2.449195,1.204562,1.244634,0.835702
0.545000,2.445293,1.201310,1.243983,0.835800
0.546000,2.441428,1.198058,1.243370,0.835891
0.547000,2.437614,1.194810,1.242804,0.835977
0.548000,2.433861,1.191571,1.242289,0.836058
0.549000,2.430180,1.188347,1.241833,0.836136
0.550000,2.426583,1.185142,1.241441,0.836213
0.551000,2.423081,1.181964,1.241117,0.836291
0.552000,2.419683,1.178817,1.240866,0.836370
0.553000,2.416401,1.175708,1.240692,0.836453
0.554000,2.413238,1.172641,1.240597,0.836540
0.555000,2.410206,1.169624,1.240582,0.836635
0.556000,2.407310,1.166660,1.240650,0.836737
0.557000,2.404556,1.163756,1.240799,0.836849
0.558000,2.401947,1.160917,1.241030,0.836972
0.559000,2.399488,1.158148,1.241340,0.837107
0.560000,2.397181,1.155453,1.241728,0.837255
0.561000,2.395027,1.152836,1.242191,0.837418
0.562000,2.393026,1.150302,1.242724,0.837597
0.563000,2.391176,1.147853,1.243323,0.837791
0.564000,2.389474,1.145492,1.243982,0.838003
0.565000,2.387919,1.143222,1.244697,0.838233
0.566000,2.386503,1.141045,1.245458,0.838481
0.567000,2.385223,1.138962,1.246261,0.838746
0.568000,2.384072,1.136974,1.247097,0.839031
0.569000,2.383040,1.135081,1.247959,0.839333
0.570000,2.382122,1.133283,1.248838,0.839653
0.571000,2.381308,1.131580,1.249728,0.839991
0.572000,2.380587,1.129969,1.250618,0.840345
0.573000,2.379951,1.128450,1.251501,0.840716
0.574000,2.379388,1.127019,1.252370,0.841101
0.575000,2.378889,1.125674,1.253216,0.841501
0.576000,2.378443,1.124412,1.254031,0.841914
0.577000,2.378039,1.123229,1.254810,0.842339
0.578000,2.377667,1.122122,1.255545,0.842775
0.579000,2.377316,1.121085,1.256230,0.843220
0.580000,2.376975,1.120115,1.256860,0.843672
0.581000,2.376637,1.119207,1.257430,0.844131
0.582000,2.376291,1.118355,1.257936,0.844596
0.583000,2.375928,1.117555,1.258373,0.845064
0.584000,2.375540,1.116801,1.258739,0.845535
0.585000,2.375122,1.116089,1.259033,0.846006
0.586000,2.374664,1.115412,1.259252,0.846478
0.587000,2.374161,1.114765,1.259396,0.846948
0.588000,2.373609,1.114144,1.259465,0.847415
0.589000,2.373002,1.113543,1.259459,0.847879
0.590000,2.372337,1.112959,1.259379,0.848339
0.591000,2.371613,1.112385,1.259228,0.848794
0.592000,2.370826,1.111818,1.259008,0.849243
0.593000,2.369976,1.111254,1.258722,0.849685
0.594000,2.369062,1.110689,1.258373,0.850121
0.595000,2.368086,1.110120,1.257966,0.850549
