232,0.00E+00
232.5,0.00E+00
233,0.00E+00
233.5,0.00E+00
234,0.00E+00
234.5,0.00E+00
235,0.00E+00
235.5,0.00E+00
236,0.00E+00
236.5,0.00E+00
237,0.00E+00
237.5,0.00E+00
238,0.00E+00
238.5,0.00E+00
239,0.00E+00
239.5,0.00E+00
240,0.00E+00
240.5,0.00E+00
241,0.00E+00
241.5,0.00E+00
242,0.00E+00
242.5,7.73E-05
243,3.71E-03
243.5,3.54E-04
244,0.00E+00
244.5,0.00E+00
245,0.00E+00
245.5,0.00E+00
246,0.00E+00
246.5,0.00E+00
247,0.00E+00
247.5,0.00E+00
248,0.00E+00
248.5,0.00E+00
249,9.99E-04
249.5,3.88E-03
250,4.60E-03
250.5,1.69E-04
251,1.74E-05
251.5,4.74E-04
252,7.66E-03
252.5,8.25E-03
253,3.68E-03
253.5,4.43E-03
254,1.07E-03
254.5,2.13E-03
255,2.20E-03
255.5,3.16E-03
256,3.66E-03
256.5,4.23E-03
257,3.99E-03
257.5,3.47E-03
258,2.86E-03
258.5,1.18E-04
259,5.81E-04
259.5,3.41E-03
260,7.48E-03
260.5,5.56E-03
261,4.28E-03
261.5,5.70E-03
262,8.97E-03
262.5,5.90E-03
263,6.41E-03
263.5,3.72E-03
264,3.07E-03
264.5,3.05E-03
265,7.20E-03
265.5,1.07E-02
266,8.82E-03
266.5,7.24E-03
267,6.98E-03
267.5,3.61E-03
268,1.04E-03
268.5,1.64E-03
269,3.08E-04
269.5,1.06E-03
270,1.86E-03
270.5,5.13E-03
271,5.53E-03
271.5,9.13E-03
272,9.13E-03
272.5,1.29E-02
273,1.34E-02
273.5,1.22E-02
274,8.33E-03
274.5,6.53E-03
275,5.26E-03
275.5,4.60E-03
276,4.18E-03
276.5,3.49E-03
277,3.38E-03
277.5,3.33E-03
278,2.31E-03
278.5,8.66E-04
279,8.50E-05
279.5,0.00E+00
280,5.48E-04
280.5,2.03E-03
281,2.47E-03
281.5,1.49E-03
282,0.00E+00
282.5,1.97E-04
283,2.24E-03
283.5,3.04E-03
284,5.00E-03
284.5,1.65E-03
285,3.17E-03
285.5,1.69E-03
286,2.72E-04
286.5,7.17E-04
287,2.69E-03
287.5,6.37E-03
288,9.07E-03
288.5,9.53E-03
289,9.13E-03
