Radius,Qext,Qsca,Qabs,Gsca
0.370000,2.790165,1.939560,0.850605,0.766131
0.371000,2.797719,1.945769,0.851951,0.766853
0.372000,2.805124,1.951877,0.853247,0.767548
0.373000,2.812378,1.957883,0.854496,0.768214
0.374000,2.819481,1.963784,0.855698,0.768854
0.375000,2.826435,1.969579,0.856856,0.769468
0.376000,2.833238,1.975267,0.857971,0.770057
0.377000,2.839893,1.980847,0.859046,0.770620
0.378000,2.846402,1.986318,0.860084,0.771160
0.379000,2.852765,1.991679,0.861086,0.771676
0.380000,2.858986,1.996931,0.862055,0.772170
0.381000,2.865067,2.002074,0.862993,0.772643
0.382000,2.871010,2.007107,0.863903,0.773095
0.383000,2.876820,2.012032,0.864788,0.773527
0.384000,2.882499,2.016850,0.865649,0.773940
0.385000,2.888050,2.021560,0.866490,0.774335
0.386000,2.893479,2.026165,0.867314,0.774713
0.387000,2.898789,2.030667,0.868123,0.775074
0.388000,2.903985,2.035066,0.868919,0.775420
0.389000,2.909071,2.039365,0.869707,0.775752
0.390000,2.914052,2.043565,0.870487,0.776070
0.391000,2.918933,2.047671,0.871263,0.776375
0.392000,2.923719,2.051682,0.872037,0.776668
0.393000,2.928417,2.055603,0.872814,0.776951
0.394000,2.933029,2.059436,0.873594,0.777223
0.395000,2.937563,2.063184,0.874379,0.777486
0.396000,2.942025,2.066850,0.875175,0.777740
0.397000,2.946419,2.070438,0.875981,0.777987
0.398000,2.950752,2.073951,0.876802,0.778228
0.399000,2.955029,2.077391,0.877638,0.778462
0.400000,2.959254,2.080762,0.878492,0.778692
0.401000,2.963436,2.084069,0.879367,0.778917
0.402000,2.967579,2.087315,0.880264,0.779139
0.403000,2.971688,2.090503,0.881185,0.779358
0.404000,2.975770,2.093637,0.882133,0.779575
0.405000,2.979830,2.096722,0.883108,0.779791
0.406000,2.983872,2.099760,0.884113,0.780006
0.407000,2.987905,2.102756,0.885149,0.780222
0.408000,2.991930,2.105712,0.886218,0.780439
0.409000,2.995956,2.108635,0.887321,0.780657
0.410000,2.999986,2.111527,0.888459,0.780877
0.411000,3.004025,2.114390,0.889634,0.781100
0.412000,3.008079,2.117232,0.890847,0.781326
0.413000,3.012149,2.120052,0.892096,0.781557
0.414000,3.016243,2.122858,0.893386,0.781792
0.415000,3.020365,2.125650,0.894715,0.782032
0.416000,3.024517,2.128433,0.896084,0.782277
0.417000,3.028703,2.131210,0.897493,0.782529
0.418000,3.032928,2.133986,0.898942,0.782787
0.419000,3.037194,2.136761,0.900433,0.783052
0.420000,3.041505,2.139541,0.901964,0.783324
0.421000,3.045864,2.142329,0.903535,0.783604
0.422000,3.050273,2.145125,0.905148,0.783892
0.423000,3.054734,2.147935,0.906799,0.784188
0.424000,3.059248,2.150758,0.908490,0.784492
0.425000,3.063819,2.153600,0.910219,0.784805
0.426000,3.068446,2.156462,0.911985,0.785127
0.427000,3.073132,2.159345,0.913787,0.785459
0.428000,3.077878,2.162252,0.915626,0.785799
0.429000,3.082684,2.165185,0.917499,0.786148
0.430000,3.087548,2.168145,0.919404,0.786507
0.431000,3.092473,2.171133,0.921339,0.786875
0.432000,3.097455,2.174151,0.923304,0.787253
0.433000,3.102497,2.177200,0.925297,0.787639
0.434000,3.107595,2.180280,0.927316,0.788035
0.435000,3.112749,2.183392,0.929357,0.788440
0.436000,3.117957,2.186536,0.931421,0.788853
0.437000,3.123217,2.189713,0.933504,0.789275
0.438000,3.128524,2.192921,0.935603,0.789706
0.439000,3.133878,2.196162,0.937717,0.790144
0.440000,3.139275,2.199432,0.939843,0.790590
0.441000,3.144712,2.202735,0.941977,0.791044
0.442000,3.150184,2.206065,0.944119,0.791505
0.443000,3.155687,2.209424,0.946263,0.791972
0.444000,3.161220,2.212811,0.948410,0.792445
0.445000,3.166775,2.216221,0.950554,0.792925
0.446000,3.172348,2.219654,0.952694,0.793409
0.447000,3.177933,2.223108,0.954825,0.793898
0.448000,3.183526,2.226580,0.956946,0.794391
0.449000,3.189121,2.230067,0.959054,0.794888
0.450000,3.194711,2.233566,0.961144,0.795389
0.451000,3.200293,2.237077,0.963216,0.795891
0.452000,3.205858,2.240592,0.965265,0.796396
0.453000,3.211402,2.244112,0.967290,0.796902
0.454000,3.216918,2.247631,0.969287,0.797409
0.455000,3.222399,2.251146,0.971254,0.797916
0.456000,3.227840,2.254653,0.973187,0.798422
0.457000,3.233232,2.258147,0.975085,0.798927
0.458000,3.238572,2.261626,0.976946,0.799431
0.459000,3.243852,2.265085,0.978767,0.799933
0.460000,3.249065,2.268520,0.980545,0.800431
0.461000,3.254206,2.271926,0.982280,0.800927
0.462000,3.259269,2.275299,0.983969,0.801419
0.463000,3.264245,2.278635,0.985610,0.801906
0.464000,3.269133,2.281929,0.987203,0.802389
0.465000,3.273923,2.285178,0.988745,0.802866
0.466000,3.278612,2.288377,0.990236,0.803337
0.467000,3.283196,2.291522,0.991674,0.803802
0.468000,3.287667,2.294607,0.993060,0.804261
0.469000,3.292022,2.297630,0.994391,0.804713
0.470000,3.296255,2.300586,0.995669,0.805157
0.471000,3.300365,2.303473,0.996892,0.805594
0.472000,3.304346,2.306284,0.998062,0.806023
0.473000,3.308195,2.309018,0.999178,0.806444
0.474000,3.311911,2.311671,1.000240,0.806857
0.475000,3.315488,2.314238,1.001250,0.807261
0.476000,3.318926,2.316719,1.002207,0.807656
0.477000,3.322221,2.319108,1.003114,0.808042
0.478000,3.325373,2.321404,1.003969,0.808420
0.479000,3.328382,2.323605,1.004777,0.808789
0.480000,3.331246,2.325707,1.005539,0.809149
0.481000,3.333963,2.327710,1.006254,0.809500
0.482000,3.336536,2.329610,1.006926,0.809842
0.483000,3.338964,2.331408,1.007556,0.810175
0.484000,3.341248,2.333100,1.008148,0.810499
0.485000,3.343388,2.334687,1.008701,0.810815
0.486000,3.345386,2.336167,1.009219,0.811122
0.487000,3.347245,2.337539,1.009706,0.811421
0.488000,3.348966,2.338805,1.010161,0.811711
0.489000,3.350552,2.339962,1.010590,0.811994
0.490000,3.352006,2.341012,1.010993,0.812269
0.491000,3.353329,2.341955,1.011374,0.812536
0.492000,3.354528,2.342791,1.011737,0.812796
0.493000,3.355603,2.343522,1.012082,0.813048
0.494000,3.356559,2.344146,1.012413,0.813294
0.495000,3.357402,2.344668,1.012733,0.813534
0.496000,3.358133,2.345088,1.013046,0.813767
0.497000,3.358759,2.345407,1.013352,0.813993
0.498000,3.359284,2.345628,1.013656,0.814215
0.499000,3.359713,2.345752,1.013961,0.814430
0.500000,3.360050,2.345782,1.014268,0.814641
0.501000,3.360300,2.345719,1.014581,0.814847
0.502000,3.360470,2.345567,1.014903,0.815048
0.503000,3.360563,2.345329,1.015235,0.815245
0.504000,3.360586,2.345005,1.015581,0.815438
0.505000,3.360544,2.344601,1.015943,0.815627
0.506000,3.360443,2.344119,1.016324,0.815813
0.507000,3.360288,2.343561,1.016727,0.815996
0.508000,3.360083,2.342932,1.017151,0.816176
0.509000,3.359836,2.342234,1.017602,0.816354
0.510000,3.359551,2.341471,1.018080,0.816529
0.511000,3.359234,2.340647,1.018587,0.816703
0.512000,3.358891,2.339765,1.019126,0.816875
0.513000,3.358526,2.338828,1.019697,0.817045
0.514000,3.358143,2.337840,1.020303,0.817215
0.515000,3.357752,2.336805,1.020947,0.817383
0.516000,3.357354,2.335727,1.021627,0.817551
0.517000,3.356955,2.334608,1.022347,0.817718
0.518000,3.356560,2.333454,1.023106,0.817885
0.519000,3.356175,2.332268,1.023908,0.818052
0.520000,3.355803,2.331052,1.024751,0.818219
0.521000,3.355449,2.329811,1.025638,0.818387
0.522000,3.355117,2.328549,1.026568,0.818555
0.523000,3.354812,2.327269,1.027543,0.818724
0.524000,3.354536,2.325975,1.028561,0.818893
0.525000,3.354295,2.324670,1.029624,0.819064
0.526000,3.354091,2.323358,1.030733,0.819236
0.527000,3.353929,2.322042,1.031887,0.819409
0.528000,3.353810,2.320725,1.033084,0.819584
0.529000,3.353739,2.319411,1.034328,0.819761
0.530000,3.353716,2.318102,1.035614,0.819939
0.531000,3.353746,2.316803,1.036943,0.820118
0.532000,3.353830,2.315514,1.038316,0.820300
0.533000,3.353969,2.314240,1.039730,0.820484
0.534000,3.354167,2.312983,1.041184,0.820669
0.535000,3.354424,2.311744,1.042679,0.820857
0.536000,3.354739,2.310528,1.044211,0.821046
0.537000,3.355116,2.309336,1.045780,0.821238
0.538000,3.355554,2.308169,1.047385,0.821431
0.539000,3.356052,2.307031,1.049021,0.821627
0.540000,3.356613,2.305922,1.050691,0.821824
0.541000,3.357233,2.304845,1.052388,0.822024
0.542000,3.357912,2.303798,1.054114,0.822225
0.543000,3.358652,2.302788,1.055864,0.822428
0.544000,3.359448,2.301810,1.057637,0.822633
0.545000,3.360300,2.300868,1.059431,0.822839
0.546000,3.361204,2.299963,1.061241,0.823046
0.547000,3.362160,2.299092,1.063068,0.823255
0.548000,3.363165,2.298259,1.064906,0.823465
0.549000,3.364216,2.297462,1.066754,0.823676
0.550000,3.365309,2.296701,1.068607,0.823888
0.551000,3.366441,2.295976,1.070466,0.824100
0.552000,3.367609,2.295285,1.072324,0.824313
0.553000,3.368808,2.294629,1.074179,0.824526
0.554000,3.370034,2.294004,1.076029,0.824738
0.555000,3.371282,2.293412,1.077870,0.824951
0.556000,3.372549,2.292849,1.079699,0.825162
0.557000,3.373828,2.292315,1.081513,0.825373
0.558000,3.375115,2.291806,1.083309,0.825582
0.559000,3.376405,2.291322,1.085083,0.825790
0.560000,3.377692,2.290859,1.086833,0.825996
0.561000,3.378972,2.290416,1.088556,0.826200
0.562000,3.380237,2.289989,1.090248,0.826402
0.563000,3.381483,2.289576,1.091907,0.826600
0.564000,3.382704,2.289174,1.093530,0.826796
0.565000,3.383895,2.288779,1.095115,0.826988
0.566000,3.385048,2.288389,1.096658,0.827177
0.567000,3.386159,2.288001,1.098158,0.827361
0.568000,3.387223,2.287610,1.099613,0.827542
0.569000,3.388232,2.287213,1.101019,0.827717
0.570000,3.389183,2.286808,1.102375,0.827888
0.571000,3.390069,2.286390,1.103679,0.828054
0.572000,3.390885,2.285955,1.104930,0.828214
0.573000,3.391626,2.285500,1.106126,0.828368
0.574000,3.392288,2.285022,1.107266,0.828517
0.575000,3.392865,2.284517,1.108349,0.828659
0.576000,3.393353,2.283979,1.109374,0.828795
0.577000,3.393748,2.283408,1.110340,0.828924
0.578000,3.394046,2.282799,1.111247,0.829047
0.579000,3.394243,2.282149,1.112095,0.829162
0.580000,3.394337,2.281453,1.112884,0.829271
0.581000,3.394323,2.280710,1.113613,0.829373
0.582000,3.394199,2.279916,1.114283,0.829467
0.583000,3.393962,2.279067,1.114896,0.829554
0.584000,3.393613,2.278162,1.115451,0.829634
0.585000,3.393145,2.277196,1.115949,0.829706
0.586000,3.392560,2.276168,1.116392,0.829772
0.587000,3.391857,2.275075,1.116782,0.829830
0.588000,3.391034,2.273915,1.117119,0.829880
0.589000,3.390092,2.272686,1.117406,0.829924
0.590000,3.389029,2.271386,1.117643,0.829961
0.591000,3.387848,2.270013,1.117835,0.829990
0.592000,3.386546,2.268565,1.117980,0.830013
0.593000,3.385128,2.267042,1.118085,0.830030
0.594000,3.383592,2.265442,1.118150,0.830040
0.595000,3.381941,2.263764,1.118176,0.830043
